id,domain,text
S317,school,"គ្រូគាត់ strict ណាស់រឿង attendance បើអវត្តមានលើសពី ៣ ដង គឺ fail តែម្តង។"
S318,school,"ពេលរៀនអនឡាញ ខ្ញុំតែងតែ turn off កាមេរ៉ា និង mute មីក្រូហ្វូន។"
S319,school,"ខ្ញុំកំពុងរកទិញសៀវភៅ textbook មួយទឹក ព្រោះសៀវភៅថ្មីថ្លៃណាស់។"
S320,school,"សាកលវិទ្យាល័យមានផ្តល់ free Wi-Fi សម្រាប់និស្សិតគ្រប់គ្នានៅក្នុងបរិវេណសាលា។"
S321,school,"project នេះទាមទារអោយយើងចុះទៅប្រមូល data និងធ្វើ survey ពីប្រជាជនផ្ទាល់។"
S322,school,"ខ្ញុំបានចូលរួមក្នុង club ស្ម័គ្រចិត្តរបស់សាលា ដើម្បីជួយរៀបចំកម្មវិធីផ្សេងៗ។"
S323,school,"មុននឹង defense thesis យើងត្រូវធ្វើ mock presentation អោយបានស្ទាត់សិន។"
S324,school,"ខ្ញុំមានអារម្មណ៍ថា homesick បន្តិច ព្រោះទើបតែមកជួលបន្ទប់នៅឆ្ងាយពីផ្ទះដំបូង។"
S325,school,"សុំជួយ proofread របាយការណ៍នេះអោយខ្ញុំផង ក្រែងលោមានកំហុសវេយ្យាករណ៍។"
S326,school,"មុខវិជ្ជានេះមាន credit ច្រើន ដូច្នេះខ្ញុំត្រូវខិតខំរៀនអោយបានពិន្ទុល្អ។"
S327,school,"ខ្ញុំត្រូវរត់ក្រដាសស្នាមច្រើនណាស់ ដើម្បីសុំច្បាប់ផ្លាស់ប្តូរមុខវិជ្ជាសិក្សា។"
S328,school,"គ្រូដាក់ deadline អោយ submit កិច្ចការនៅថ្ងៃសុក្រ ម៉ោង ១១:៥៩ យប់។"
S329,school,"ខ្ញុំចូលចិត្តអង្គុយរៀននៅ library ព្រោះវាស្ងាត់ និងមានម៉ាស៊ីនត្រជាក់ស្រួល។"
S330,school,"ថ្ងៃស្អែកសាលាឈប់សម្រាក ដោយសារជាថ្ងៃ public holiday។"
S331,school,"យើងត្រូវចែក task គ្នាធ្វើ ទើបកិច្ចការ group នេះអាចរួចរាល់ទាន់ពេលវេលា។"
S332,work,"CEO គាត់ចង់អោយយើង focus ទៅលើ B2B market ជាង B2C នៅឆ្នាំនេះ។"
S333,work,"ខ្ញុំគិតថា return on investment របស់គម្រោងនេះអត់សូវល្អទេ យើងគួរតែគិតឡើងវិញ។"
S334,work,"ខាង department HR ត្រូវការ copy អត្តសញ្ញាណប័ណ្ណដើម្បីធ្វើ payroll ថ្មី។"
S335,work,"CFO បាន reject budget នេះ ដោយសារតែ operating cost វាឡើងខ្ពស់ពេក។"
S336,work,"សូមបងជួយ clear balance ជាមួយខាង supplier អោយហើយក្នុងខែនេះ។"
S337,work,"ក្រុមហ៊ុនយើងនឹងធ្វើការ rebrand ដូច្នេះត្រូវការ graphic designer មកជួយ។"
S338,work,"អ្នកអាច request យក petty cash ពីខាង finance ដើម្បីទិញសម្ភារៈការិយាល័យបាន។"
S339,work,"board of directors សម្រេចចិត្តបើកសាខាថ្មីនៅខេត្តសៀមរាប។"
S340,work,"team ខាង PR កំពុងតែរៀបចំ press release សម្រាប់ launch ផលិតផលថ្មី។"
S341,work,"ខ្ញុំត្រូវធ្វើ monthly performance review ជាមួយបុគ្គលិកក្រោមបង្គាប់ទាំងអស់។"
S342,work,"ដើម្បីដោះស្រាយបញ្ហានេះ យើងត្រូវប្រើ problem solving skill អោយបានល្អ។"
S343,work,"អតិថិជននេះជំពាក់លុយយូរហើយ អញ្ចឹងខាង account receivable ត្រូវ call ទៅទារ។"
S344,work,"យើងកំពុងតែរក out-source agency មកជួយខាងផ្នែក customer service។"
S345,work,"ខ្ញុំចង់បាន quotation យ៉ាងតិច ៣ ពី supplier ផ្សេងគ្នាដើម្បីធ្វើការប្រៀបធៀប។"
S346,work,"អ្នកត្រូវមាន strong leadership skill ដើម្បីគ្រប់គ្រង project ធំៗបែបនេះ។"
S347,work,"ថ្ងៃនេះ system របស់ធនាគារ error ទើបអតិថិជនធ្វើការ transfer លុយអត់បាន។"
S348,work,"សុំជួយ forward email របស់ general manager មកអោយខ្ញុំមួយផង។"
S350,tech,"ដើម្បីអោយ app នេះដើរលឿន យើងត្រូវ optimize API response time។"
S351,tech,"ខ្ញុំកំពុងរៀបចំ UI/UX design សម្រាប់ mobile application ថ្មីរបស់យើង។"
S354,tech,"អ្នកអាចប្រើ VPN ដើម្បី bypass firewall ហើយចូលទៅកាន់ website នោះបាន។"
S355,tech,"កុំភ្លេច enable two-factor authentication ដើម្បីការពារ account របស់អ្នកពី hacker។"
S356,tech,"ខាង frontend team កំពុងតែរង់ចាំ JSON data ពីខាង backend ដើម្បីយកមក map បញ្ចូល។"
S357,tech,"កុំព្យូទ័រនេះខូច motherboard បាត់ហើយ ត្រូវយកទៅអោយជាងខាង IT មើល។"
S358,tech,"យើងគួរតែប្រើ cloud storage ដូចជា Google Drive ឬក៏ AWS S3 សម្រាប់រក្សាទុកឯកសារ។"
S359,tech,"ពេលសរសេរកូដ សូមប្រើ camel case សម្រាប់ដាក់ឈ្មោះ variable ទាំងអស់។"
S360,tech,"ខ្ញុំរកឃើញ bug មួយនៅក្នុង search function ដែលធ្វើអោយ app នេះ crash តែម្តង។"
S361,tech,"សូម copy URL ខាងលើនេះ ហើយ paste បញ្ចូលទៅក្នុង browser របស់អ្នក។"
S362,tech,"bandwidth របស់ internet ក្រុមហ៊ុនយើងខ្សោយណាស់ ពេលប្រជុំ zoom ម្តងៗគឺរអាក់រអួល។"
S363,tech,"ប្រព័ន្ធនេះត្រូវការ database admin មកជួយ manage table និង query ផ្សេងៗ។"
S364,tech,"ខ្ញុំទើបតែ update operating system ទៅកាន់ Windows 11 កាលពីយប់មិញ។"
S365,school,"និស្សិតទាំងអស់ត្រូវមាន GPA យ៉ាងតិច 3.0 ទើបអាចរក្សាអាហារូបករណ៍បាន។"
S366,school,"ខ្ញុំត្រូវសរសេរ literature review សម្រាប់ chapter ទីពីរនៃ thesis របស់ខ្ញុំ។"
S367,school,"សុំជួយ add ខ្ញុំចូលក្នុង Microsoft Teams របស់មុខវិជ្ជា Business Law ផង។"
S368,school,"prof គាត់ strict ណាស់រឿង plagiarism បើគាត់ចាប់បានគឺអោយ fail យកតែម្តង។"
S369,school,"ថ្ងៃស្អែកមហាវិទ្យាល័យមាន orientation day សម្រាប់និស្សិតឆ្នាំទីមួយទាំងអស់។"
S370,school,"ខ្ញុំត្រូវទៅ academic office ដើម្បីសុំ print transcript ច្បាប់ដើម។"
S371,school,"មុខវិជ្ជានេះមាន final exam ៥០ ភាគរយ និង group assignment ៥០ ភាគរយ។"
S372,school,"semester ក្រោយខ្ញុំមានគម្រោងទៅធ្វើ exchange student នៅប្រទេសជប៉ុន។"
S373,school,"កុំចាំដល់ last minute ទើបធ្វើអី ព្រោះ system អាចនឹងគាំងពេលមានអ្នក submit ច្រើន។"
S374,school,"ខ្ញុំមានអារម្មណ៍ថា culture shock ពេលទើបតែទៅរៀននៅសាកលវិទ្យាល័យបរទេសដំបូង។"
S375,school,"យើងត្រូវមាន critical thinking skill នៅពេលដែលយើងវិភាគលើ case study មួយនេះ។"
S376,school,"សុំជួយ share Google Doc ហ្នឹងមក ដើម្បីពួកយើងអាចកែអត្ថបទព្រមគ្នាបាន។"
S377,school,"គ្រូគាត់បង្រៀនលឿនណាស់ ខ្ញុំអត់អាច take note ទាន់ទេ អញ្ចឹងទើបខ្ញុំ record សំឡេងទុក។"
S378,school,"អ្នកអាចប្រើ mind map ដើម្បីងាយស្រួលក្នុងការចងចាំចំណុចសំខាន់ៗនៃមេរៀន។"
S379,school,"ខ្ញុំអត់ទាន់មាន idea អីសោះសម្រាប់ research topic លើកនេះ។"
S380,school,"graduation trip របស់ពួកយើង នឹងរៀបចំឡើងនៅដើមខែធ្នូ។"
S381,school,"បើអ្នកមានបញ្ហាទាក់ទងនឹងការសិក្សា អ្នកអាចទៅប្រឹក្សាជាមួយ student advisor បាន។"
S382,work,"ខ្ញុំបាន book flight និង hotel សម្រាប់ business trip អាទិត្យក្រោយរួចហើយ។"
S383,work,"supervisor សុំអោយ update progress ចូលក្នុង daily stand-up meeting ជារៀងរាល់ព្រឹក។"
S384,work,"បើអតិថិជនសុំ refund យើងត្រូវសួររក receipt និងមូលហេតុអោយបានច្បាស់លាស់។"
S385,work,"team លក់កំពុងតែរៀបចំ promotion ទាក់ទាញ customer ថ្មីៗក្នុងរដូវកាល Black Friday។"
S386,work,"supplier ប្រាប់ថាការដឹកជញ្ជូនមានការ delay ដោយសារបញ្ហា customs clearance នៅព្រំដែន។"
S387,work,"សូម team leader ទាំងអស់ submit report ប្រចាំខែ មុនថ្ងៃទី 5 ផង។"
S388,work,"យើងត្រូវ analyze competitor អោយបានច្បាស់ មុននឹងបញ្ចេញ marketing strategy ថ្មី។"
S389,work,"ឆ្នាំនេះក្រុមហ៊ុននឹងផ្តល់ incentive ខ្ពស់សម្រាប់អ្នកណាដែលសម្រេចបាន sales target។"
S390,work,"អគ្គនាយកគាត់បារម្ភពីរឿង cash flow របស់ក្រុមហ៊ុនក្នុងត្រីមាសនេះណាស់។"
S391,work,"ខាងផ្នែក procurement កំពុងតែរៀបចំឯកសារដេញថ្លៃសម្រាប់ project ថ្មី។"
S392,work,"ខ្ញុំទើបតែទទួល email ពី client គាត់សុំកែសម្រួល scope of work បន្តិចបន្តួច។"
S393,work,"មុននឹង sign contract យើងគួរតែអោយខាង legal team ជួយពិនិត្យមើលសិន។"
S394,work,"ថ្ងៃនេះមាន walk-in customer ច្រើន អញ្ចឹង staff ខាងមុខរវល់ដកដៃមិនរួចទេ។"
S395,work,"ក្រុមហ៊ុនទើបតែ implement ប្រព័ន្ធ CRM ថ្មីដើម្បីគ្រប់គ្រងទិន្នន័យអតិថិជន។"
S396,work,"manager ចង់អោយពួកយើង brainstorm រក idea ប្លែកៗសម្រាប់ annual dinner ឆ្នាំនេះ។"
S397,work,"បើមានបញ្ហាបច្ចេកទេស សូមទាក់ទងទៅ IT support តាមរយៈ hotline ខាងក្រោម។"
S398,work,"ខ្ញុំសុំ work from home មួយថ្ងៃ ព្រោះមានអារម្មណ៍ថាអត់សូវស្រួលខ្លួន។"
S399,work,"ផ្នែក customer care ត្រូវតែឆ្លើយតបទៅកាន់សំណួររបស់ភ្ញៀវអោយបានលឿនបំផុត។"
S400,work,"អត្រា turnover rate របស់បុគ្គលិកខែនេះរាងខ្ពស់ ខាង HR គួរតែរកមូលហេតុ។"
S401,work,"ពួកយើងបានសម្រេច milestone ទីមួយនៃ project នេះមុន deadline ទៅទៀត។"
S402,tech,"ខ្ញុំកំពុងតែ setup OBS សម្រាប់ធ្វើការ live stream លេងហ្គេមយប់នេះ។"
S403,tech,"website នេះតម្រូវអោយយើង create account សិន ទើបអាច add to cart និង checkout បាន។"
S404,tech,"ឥឡូវនេះ hacker ចូលចិត្តផ្ញើ phishing email ដើម្បីបន្លំយក password ណាស់។"
S405,tech,"អេក្រង់ទូរស័ព្ទខ្ញុំបែក glass អញ្ចឹង touch មិនសូវស៊ីទេ ត្រូវយកទៅដូរហើយ។"
S406,tech,"កុំព្យូទ័រយួរដៃនេះសាកថ្មអត់ចូលទេ សង្ស័យតែខូច charging port ទេដឹង។"
S407,tech,"ខ្ញុំទើបតែទិញ mechanical keyboard ថ្មី វាយអក្សរលឺសម្លេង clicky ស្រួលណាស់។"
S408,tech,"app មួយនេះមាន feature ច្រើន តែ UI របស់វាមើលទៅរាងញ៉េញ៉ៃបន្តិច។"
S409,tech,"ដើម្បីកុំអោយបាត់ data ខ្ញុំតែងតែ sync ទូរស័ព្ទជាមួយ Google Drive ជារៀងរាល់អាទិត្យ។"
S411,tech,"វីដេអូហ្នឹងជាប់ copyright ខាងចម្រៀង អញ្ចឹង YouTube គេ mute សម្លេងបាត់ហើយ។"
S412,tech,"ពេលលេងហ្គេមនេះ ping ឡើងដល់ 300ms ធ្វើអោយតួអង្គដើរ lag ខ្លាំងណាស់។"
S413,tech,"ខ្ញុំទើបតែ subscribe យក premium plan របស់ Netflix ដើម្បីមើលកុនអត់ពាណិជ្ជកម្ម។"
S414,tech,"កុំព្យូទ័រនេះឡើងកម្តៅខ្លាំងពេក ព្រោះ cooling fan របស់ CPU ដំណើរការមិនល្អ។"
S415,tech,"ក្រុមហ៊ុន Apple ទើបតែប្រកាសចេញ release date សម្រាប់ផលិតផលថ្មីរបស់គេ។"
S416,tech,"ខ្ញុំប្រើ filter និង effect ច្រើនពេក ទើបរូបថតចេញមកមើលទៅមិនសូវ natural។"
S417,tech,"ទូរស័ព្ទខ្ញុំលោត notification រហូត ដល់ថ្នាក់ខ្ញុំត្រូវដាក់ Do Not Disturb mode ទើបស្ងាត់។"
S418,tech,"ពេលផ្ញើ file ធំៗតាម Telegram កុំភ្លេច send as file ដើម្បីកុំអោយបែកទំហំដើម។"
S420,tech,"ខ្ញុំអត់ចូលចិត្តប្រើ default browser របស់ទូរស័ព្ទទេ ខ្ញុំចូលចិត្ត download Chrome មកប្រើជាង។"
S421,tech,"កាមេរ៉ា web-cam នេះមាន resolution ត្រឹមតែ 720p ទេ រូបភាពរាងព្រិលបន្តិចហើយ។"
S422,school,"សប្តាហ៍ក្រោយមាន guest speaker មកពីក្រុមហ៊ុនធំៗ មកចែករំលែកបទពិសោធន៍ក្នុង campus របស់យើង។"
S423,school,"មុននឹង submit assignment ចូលក្នុង Moodle សូមពិនិត្យមើលទំហំ file ផងកុំអោយលើស 50MB។"
S424,school,"ខ្ញុំបានសុំ extension ពី prof សម្រាប់ essay នេះ ដោយសារតែខ្ញុំឈឺកាលពីប៉ុន្មានថ្ងៃមុន។"
S425,school,"group project នេះយើងត្រូវធ្វើ peer evaluation អោយពិន្ទុគ្នាទៅវិញទៅមកក្នុងក្រុម។"
S426,school,"និស្សិតដែលចង់បាន distinction ត្រូវតែមានពិន្ទុខ្ពស់និងមានអាកប្បកិរិយាល្អ។"
S427,school,"ខ្ញុំកំពុងត្រៀមខ្លួនសម្រាប់ mock exam នៅថ្ងៃសៅរ៍នេះ ដើម្បីដឹងពីកម្រិតសមត្ថភាពខ្លួនឯង។"
S428,school,"សាកលវិទ្យាល័យមានបណ្តាញ alumni ល្អ ដែលអាចជួយណែនាំការងារដល់និស្សិតទើបបញ្ចប់ការសិក្សា។"
S429,school,"ដើម្បីបញ្ចប់ការសិក្សា អ្នកត្រូវប្រាកដថាបានបំពេញគ្រប់ core module និង elective module ទាំងអស់។"
S430,school,"ខ្ញុំទៅ library ដើម្បីរក journal article ថ្មីៗមកធ្វើជា reference សម្រាប់ research paper។"
S431,school,"គ្រូបាន upload grading rubric ចូលក្នុង Google Classroom ដើម្បីអោយពួកយើងដឹងពីរបៀបដាក់ពិន្ទុ។"
S432,school,"presentation នេះមានរយៈពេលកំណត់ត្រឹមតែ 15 នាទី រួមបញ្ចូលទាំង Q&A session ផងដែរ។"
S433,school,"បើអ្នកចង់ដូរ major អ្នកត្រូវបំពេញ form រួចយកទៅអោយ academic advisor សញេជាមុនសិន។"
S434,school,"semester នេះខ្ញុំត្រូវធ្វើ field trip ចុះទៅសិក្សាផ្ទាល់នៅតាមបណ្តាខេត្តមួយចំនួន។"
S435,school,"ខ្ញុំមានអារម្មណ៍ថាបាត់បង់ motivation ក្នុងការរៀន ព្រោះ homework វាច្រើនពេក។"
S436,school,"បេក្ខជនអាហារូបករណ៍ត្រូវឆ្លងកាត់ការ interview ចំនួនពីរជុំ ទើបអាចដឹងលទ្ធផល។"
S437,school,"ឆ្នាំទីបួននេះ យើងត្រូវជ្រើសរើស advisor មួយរូប ដើម្បីជួយណែនាំក្នុងការសរសេរ thesis។"
S438,school,"syllabus របស់មុខវិជ្ជានេះតម្រូវអោយនិស្សិតអាន textbook យ៉ាងតិចមួយជំពូកមុនចូលរៀន។"
S439,school,"ការធ្វើ volunteer work កំឡុងពេលរៀនមហាវិទ្យាល័យ ពិតជាជួយបន្ថែម profile របស់យើងអោយកាន់តែល្អ។"
S440,school,"ខ្ញុំត្រូវរៀបចំ portfolio ដែលមានស្នាដៃរបស់ខ្ញុំកន្លងមក ដើម្បីយកទៅបង្ហាញនៅថ្ងៃការពារ។"
S441,school,"កុំភ្លេច check timetable ផង ព្រោះអាទិត្យនេះមានការផ្លាស់ប្តូរបន្ទប់រៀនច្រើន។"
S443,work,"យើងមាន backlog ច្រើនណាស់ដែលត្រូវ clear អោយអស់មុនចុងខែនេះ។"
S444,work,"founder របស់ startup មួយនេះកំពុងតែ raise fund ជុំទី 2 ពីវិនិយោគិនបរទេស។"
S445,work,"product នេះមាន demand ខ្ពស់នៅលើទីផ្សារ អញ្ចឹងយើងត្រូវបង្កើនការផលិត។"
S446,work,"ខ្ញុំទើបតែបង្កើត LinkedIn profile ថ្មីដើម្បីស្វែងរកឱកាសការងារល្អៗ។"
S447,work,"freelancer ម្នាក់នេះទារ rate ថ្លៃណាស់ តែ portfolio របស់គាត់ពិតជាឡូយមែន។"
S448,work,"ខាង logistics ប្រាប់ថា container នឹងមកដល់កំពង់ផែនៅអាទិត្យក្រោយ។"
S449,work,"ដើម្បីបង្កើន sales យើងគួរតែផ្តល់ free delivery សម្រាប់អតិថិជនទិញលើសពី 50 ដុល្លារ។"
S450,work,"manager សុំអោយខ្ញុំធ្វើ quotation ជា PDF file ផ្ញើទៅអោយភ្ញៀវ។"
S451,work,"website e-commerce របស់យើងមានបញ្ហា checkout អតិថិជនចុចទូទាត់លុយអត់ដើរ។"
S452,work,"សូមជួយ follow up ជាមួយអតិថិជនចាស់ៗ ដើម្បីរក្សា customer retention rate។"
S453,work,"ថ្ងៃនេះខ្ញុំមាន one-on-one meeting ជាមួយប្រធានផ្នែក ដើម្បីពិភាក្សាពី performance របស់ខ្ញុំ។"
S454,work,"company នេះមាន working culture ល្អ ថៅកែតែងតែយល់ពី work-life balance របស់បុគ្គលិក។"
S455,work,"យើងត្រូវប្រជុំបន្ទាន់រឿង crisis management ដោយសារតែមានពាក្យបណ្តឹងច្រើនពីអតិថិជន។"
S456,work,"ផ្នែក quality control ត្រូវតែឆែកមើលទំនិញអោយបានម៉ត់ចត់ មុននឹងបញ្ចេញលក់។"
S457,work,"ខ្ញុំអត់ទាន់បាន approve leave request របស់អ្នកទេ ព្រោះអត់មានអ្នកណាជួយ cover ការងារ។"
S458,work,"franchise របស់ប្រ៊េនមួយនេះកំពុងតែពេញនិយមខ្លាំងនៅភ្នំពេញ។"
S459,work,"យើងអាចប្រើ Google Analytics ដើម្បីមើល traffic ដែលចូលមកក្នុង website របស់យើង។"
S460,work,"មុននឹង invest លុយ យើងត្រូវធ្វើ risk assessment អោយបានច្បាស់លាស់។"
S461,work,"ខ្ញុំទើបតែវេរលុយថ្លៃ deposit ទៅអោយម្ចាស់ផ្ទះជួលរួចរាល់ហើយ។"
S462,work,"អតិថិជនវីអាយភីម្នាក់នេះទាមទារសេវាកម្មកម្រិត premium ពីពួកយើង។"
S463,work,"អ្នកត្រូវរៀនពីរបៀបសរសេរ formal email អោយបានត្រឹមត្រូវពេលទាក់ទងការងារធំៗ។"
S464,work,"warehouse របស់យើងឥឡូវនេះពេញអស់ហើយ អត់មានកន្លែងស្តុកអីវ៉ាន់ថ្មីទេ។"
S465,work,"សូមជួយ print out ឯកសារនេះចំនួន 10 ច្បាប់សម្រាប់ចែកពេលប្រជុំ។"
S466,work,"boss ចង់អោយយើងកាត់បន្ថយ budget ខាងការផ្សាយពាណិជ្ជកម្មនៅខែក្រោយ។"
S467,work,"តើក្រុមហ៊ុនយើងមានផ្តល់ allowance សម្រាប់ថ្លៃសាំងឬថ្លៃទូរស័ព្ទទេ?"
S468,work,"អ្នកអាចអោយ feedback មកកាន់ខ្ញុំដោយត្រង់ៗ ដើម្បីអោយខ្ញុំអាចកែលម្អបាន។"
S469,work,"យើងកំពុងតែខ្វះ human resource អញ្ចឹងត្រូវប្រញាប់ប្រកាសរើសបុគ្គលិកបន្ថែម។"
S470,work,"ខ្ញុំមានអារម្មណ៍ថា burn out ខ្លាំងណាស់ ធ្វើការសឹងតែគ្មានថ្ងៃសម្រាកសោះ។"
S471,work,"partner របស់យើងសុំអោយយើង revise កិច្ចសន្យានេះឡើងវិញនៅចំណុចខ្លះ។"
S472,work,"product launch event ម្សិលមិញទទួលបានជោគជ័យខ្លាំង និងមានអ្នកចូលរួមច្រើន។"
S473,work,"អត្រា inflation rate ឆ្នាំនេះឡើងខ្ពស់ ធ្វើអោយតម្លៃទំនិញគ្រប់មុខឡើងថ្លៃ។"
S474,work,"យើងត្រូវតែ maintain standard គុណភាពរបស់យើង ដើម្បីប្រកួតប្រជែងជាមួយគូប្រជែង។"
S475,work,"ខ្ញុំបាន invite អ្នកទាំងអស់គ្នាចូលក្នុង Google Calendar សម្រាប់ប្រជុំថ្ងៃស្អែកហើយ។"
S476,work,"អ្នកគ្រប់គ្រងបាន assign សិទ្ធិជា admin ទៅអោយខ្ញុំដើម្បីគ្រប់គ្រងផេក។"
S477,work,"ក្រុមហ៊ុនមានបំណងពង្រីក network ទៅកាន់ទីផ្សារអន្តរជាតិនៅឆ្នាំក្រោយ។"
S478,work,"supplier នេះតែងតែ deliver អីវ៉ាន់អោយយើងទាន់ពេលវេលាជានិច្ច។"
S479,work,"សុំជួយពិនិត្យមើល invoice នេះឡើងវិញ ព្រោះចំនួនសរុបរាងខុសពីតារាងតម្លៃ។"
S480,work,"យើងមានម៉ាស៊ីន scan ក្រូម៉ូសូមថ្មី សម្រាប់បុគ្គលិក check in ពេលព្រឹក។"
S481,work,"គាត់ត្រូវបានគេ promote អោយឡើងតំណែងជា senior manager បន្ទាប់ពីធ្វើការបាន 5 ឆ្នាំ។"
S482,tech,"សុំជួយសរសេរ prompt សម្រាប់ ChatGPT ដើម្បី generate អត្ថបទនេះអោយខ្ញុំបន្តិច។"
S483,tech,"ខ្ញុំទើបតែទិញ smart watch ថ្មី វាអាច track heart rate និងជំហានដើរបាន។"
S484,tech,"game នេះ pay to win ខ្លាំងណាស់ អ្នកណាទិញ skin គឺមាន advantage ច្រើន។"
S485,tech,"drone នេះមានសេនស័រ anti-collision ជួយការពារកុំអោយហោះបុកជញ្ជាំង។"
S486,tech,"ឥឡូវគេពេញនិយមលេង game ប្រភេទ open world ព្រោះអាចដើរលេងបានសេរី។"
S487,tech,"កុំភ្លេចដោត power bank ផង ប្រយ័ត្នទូរស័ព្ទរលត់ពេលកំពុងតែ live។"
S488,tech,"កាមេរ៉ាសុវត្ថិភាពនេះអាចភ្ជាប់ជាមួយ Wi-Fi ហើយយើងអាចមើលតាមទូរស័ព្ទពីចម្ងាយបាន។"
S489,tech,"ខ្ញុំកំពុងរកទិញ noise cancelling headphone ដើម្បីពាក់ពេលរៀនអនឡាញកុំអោយលឺសម្លេងរំខាន។"
S490,tech,"account នេះត្រូវគេ report ច្រើនពេក ទើប platform គេធ្វើការ ban តែម្តងទៅ។"
S491,tech,"ខ្ញុំប្រើ extension មួយចំនួននៅលើ browser ដើម្បី block ពាណិជ្ជកម្មរំខាន។"
S492,tech,"វីដេអូហ្គេមមួយនេះទាមទារអោយកុំព្យូទ័រមាន spec ខ្លាំងទើបលេងមិនគាំង។"
S493,tech,"AI ឥឡូវឆ្លាតណាស់ វាអាច translate ភាសាបានស្ទើរតែត្រឹមត្រូវ 100 ភាគរយ។"
S494,tech,"តើអ្នកមានខ្សែ Type-C ទេ? ខ្ញុំសុំខ្ចីសាកថ្មទូរស័ព្ទបន្តិច។"
S495,tech,"កម្មវិធីនេះទាមទារអោយមានការ verify តាមរយៈសារ SMS ជាមុនសិន។"
S496,tech,"ដើម្បីការពារភ្នែក ខ្ញុំតែងតែបើកមុខងារ blue light filter នៅលើអេក្រង់។"
S497,tech,"laptop មួយនេះមានអេក្រង់កម្រិត 4K ច្បាស់ត្រជាក់ភ្នែកតែម្តង។"
S498,tech,"system update ថ្មីនេះបានជួសជុល bug ជាច្រើនដែលមានកាលពី version មុន។"
S499,tech,"ខ្ញុំមិនអាច join meeting បានទេ ព្រោះ internet នៅខាងខ្ញុំមានបញ្ហា unstable។"
S500,tech,"អ្នកអាចសាកល្បងប្រើ trial version រយៈពេល 7 ថ្ងៃសិន មុននឹងសម្រេចចិត្តទិញ។"
S501,tech,"ទូរស័ព្ទនេះការពារទឹកកម្រិត IP68 អញ្ចឹងធ្លាក់ចូលទឹកក៏អត់អីដែរ។"
S502,tech,"ពេលកាត់តវីដេអូ ខ្ញុំចូលចិត្តប្រើ shortcut key ដើម្បីសន្សំពេលវេលា។"
S504,tech,"កុំព្យូទ័រនេះប្រើ SSD ដូច្នេះពេល boot ឡើងដើរលឿនជាងម៉ាស៊ីនប្រើ HDD ចាស់។"
S506,tech,"ខ្ញុំកំពុងរៀបចំ smart home ដោយប្រើអំពូលភ្លើងដែលអាចបញ្ជាតាម voice command បាន។"
S507,tech,"algorithm របស់ Facebook លែងសូវរុញ post របស់ page អោយអ្នកតាមដានឃើញដូចមុនហើយ។"
S508,tech,"អ្នកអាចប្រើ biometric login ដូចជាការស្កេនមុខ ដើម្បីបើកកម្មវិធីធនាគារបាន។"
S509,tech,"រូបថតនេះទំហំធំពេក សូមជួយ compress វាអោយតូចបន្តិចមុននឹងផ្ញើ។"
S510,tech,"app នេះវា run នៅ background រហូត ធ្វើអោយទូរស័ព្ទឆាប់អស់ថ្ម។"
S511,tech,"ខ្ញុំកំពុងរកទិញ tripod មួយដើម្បីយកទៅថតវីដេអូពេលដើរលេង។"
S512,tech,"wireless mouse នេះអស់ថ្មហើយ អញ្ចឹង cursor លែងដើរតែម្តង។"
S513,tech,"ខ្ញុំទើបតែ clear trash file នៅក្នុងកុំព្យូទ័រ ដើម្បីបាន space ទំនេរខ្លះ។"
S514,tech,""podcast channel នេះ episode ថ្មីៗ drop ជារៀងរាល់ Monday host គាត់ interview startup founder ខ្មែរ topic គួរចាប់អារម្មណ៍ណាស់។"
S515,tech,"អ្នកត្រូវតែយល់ព្រមតាម terms and conditions មុននឹងអាចបង្កើត account បាន។"
S516,tech,"តើអ្នកលេង social media មួយណាច្រើនជាងគេនៅពេលទំនេរ?"
S517,tech,"ខ្ញុំចូលចិត្តប្រើ cloud-based app ព្រោះអាចចូលប្រើប្រាស់ពីឧបករណ៍ណាក៏បាន។"
S518,tech,"microphone នេះមានមុខងារកាត់បន្ថយ noise ល្អណាស់ពេលថតសម្លេង។"
S519,tech,"ខ្ញុំមិនអាចទាញយកកម្មវិធីនេះបានទេ ព្រោះវាអត់ available នៅកម្ពុជាទេ។"
S520,tech,"តើអ្នកអាចជួយ reset router internet អោយខ្ញុំបន្តិចបានទេ?"
S521,tech,"ខ្ញុំចូលចិត្តអាន e-book នៅលើ tablet ជាងការកាន់សៀវភៅផ្ទាល់។"
S522,school,"ខ្ញុំត្រូវធ្វើ quiz នៅលើ platform Canvas មុនម៉ោង 12។"
S523,school,"campus នេះមាន facility ល្អៗច្រើនណាស់ ដូចជាកន្លែងហាត់ប្រាណនិងអាងហែលទឹក។"
S524,school,"ខ្ញុំកំពុងតែ apply យក dorm នៅជិតសាលា ដើម្បីងាយស្រួលដើរទៅរៀន។"
S525,school,"tutor ម្នាក់នេះពន្យល់ lesson នេះបានច្បាស់ជាងគ្រូធំទៅទៀត។"
S526,school,"មុខវិជ្ជាគីមីវិទ្យាតម្រូវអោយយើងចូល lab ធ្វើការពិសោធន៍រៀងរាល់ថ្ងៃសុក្រ។"
S527,school,"និស្សិតទាំងអស់ត្រូវពាក់ uniform អោយបានត្រឹមត្រូវនៅពេលមានកម្មវិធីធំៗ។"
